,Time [Sec],Li7,Na23,Mg24,Al27,Si29,P31,K39,Ca43,Ca44,Ti47,Mn55,Fe57,Cu65,Ga71,Sr88,Y89,Ba138,Ce140,Pb208,Dist from rim,Na2O,MgO,Al2O3,SiO2,P2O5,K2O,CaO,TiO2,MnO,FeO,SrO,Si,Ti,Al,Fe,Mg,Ca,Na,K,Sr,An
1355,,11.44,36177.89,226.08,172664.05,296587.84,47.92,1427.84,90236.99,92693.64,41.64,111.6,3018.41,5.5,23.92,753.79,0.3,140.05,5.35,1.57,159.98,4.25,0.03,28.46,55.35,0.01,0.15,11.31,0.01,0.01,0.34,0.08,2.52,0.0,1.527,0.013,0.002,0.552,0.375,0.009,0.002,59.0
1356,,11.44,36197.85,223.32,164434.95,266654.55,33.93,1219.98,95360.7,96669.47,81.66,117.85,2090.98,3.75,26.19,837.42,0.34,136.46,5.42,1.3,160.56,4.56,0.03,29.01,53.26,0.01,0.14,12.63,0.01,0.01,0.25,0.09,2.414,0.0,1.55,0.009,0.002,0.613,0.401,0.008,0.002,60.0
1357,,13.2,37740.04,230.91,166791.5,269574.28,36.93,1427.48,95360.7,93326.68,79.56,98.41,2845.76,4.39,21.82,850.65,0.2,131.77,5.02,2.01,161.14,4.71,0.04,29.17,53.38,0.01,0.16,12.09,0.01,0.01,0.34,0.09,2.416,0.0,1.556,0.013,0.003,0.586,0.413,0.009,0.002,58.0
1358,,10.27,36291.63,199.17,155897.94,346372.01,53.92,1567.06,87797.98,95621.08,64.81,103.27,2932.08,5.02,23.43,818.92,0.2,142.61,5.49,1.35,161.71,3.99,0.03,24.03,60.46,0.01,0.15,10.92,0.01,0.01,0.31,0.08,2.779,0.0,1.302,0.012,0.002,0.538,0.356,0.009,0.002,60.0
1359,,10.27,36408.84,183.32,167800.94,279811.65,17.95,1779.52,100242.72,90144.3,62.7,107.43,3342.25,5.34,28.61,800.46,0.3,132.2,6.56,1.57,162.29,4.47,0.03,28.85,54.48,0.0,0.2,11.48,0.01,0.01,0.39,0.08,2.473,0.0,1.544,0.015,0.002,0.558,0.393,0.012,0.002,58.0
1360,,11.63,36100.11,230.91,167731.78,265906.28,60.91,1376.75,90724.85,96362.97,56.39,112.99,2673.16,3.75,25.38,876.45,0.27,132.79,6.09,1.13,162.86,4.52,0.04,29.45,52.86,0.01,0.15,12.53,0.01,0.01,0.32,0.09,2.395,0.0,1.573,0.012,0.003,0.608,0.397,0.009,0.002,60.0
1361,,13.59,34578.76,197.11,158304.62,272467.51,63.91,1534.84,97313.24,84908.13,62.7,125.83,2781.03,4.39,22.3,760.62,0.27,142.35,6.29,1.53,163.44,4.42,0.03,28.37,55.28,0.01,0.18,11.27,0.01,0.02,0.34,0.08,2.513,0.0,1.52,0.013,0.002,0.549,0.39,0.01,0.002,58.0
1362,,10.46,35781.72,214.35,162002.76,257454.96,44.92,1200.84,96825.07,90046.91,56.39,115.42,2694.73,5.5,22.14,830.2,0.46,139.36,6.22,1.39,164.01,4.65,0.03,29.5,53.08,0.01,0.14,12.14,0.01,0.01,0.33,0.09,2.403,0.0,1.574,0.012,0.002,0.589,0.408,0.008,0.002,59.0
1363,,9.88,34758.36,212.97,165022.69,290954.33,62.91,1563.66,95848.8,103730.27,60.6,110.9,2953.66,4.23,22.14,830.37,0.39,132.54,5.02,1.39,164.59,4.13,0.03,27.51,54.91,0.01,0.17,12.8,0.01,0.01,0.34,0.08,2.504,0.0,1.478,0.013,0.002,0.625,0.365,0.01,0.002,62.0
1364,,11.63,39565.42,224.7,174023.23,267156.12,68.91,1412.5,96336.92,98525.61,50.07,130.69,2888.92,6.29,24.73,789.39,0.32,133.65,5.95,1.57,165.16,4.85,0.03,29.93,52.02,0.01,0.15,12.55,0.01,0.02,0.34,0.08,2.349,0.0,1.593,0.013,0.002,0.607,0.425,0.009,0.002,58.0
1365,,9.88,37630.87,193.66,179625.28,265732.96,79.9,1386.85,96825.07,97640.5,52.17,121.66,2414.34,5.82,29.26,833.01,0.39,134.84,5.42,1.66,165.74,4.6,0.03,30.81,51.6,0.02,0.15,12.4,0.01,0.01,0.28,0.09,2.332,0.0,1.641,0.011,0.002,0.6,0.403,0.009,0.002,59.0
1366,,12.41,33667.57,295.18,191334.91,276394.45,51.92,986.67,103661.46,100479.15,66.92,127.22,2457.47,4.39,22.14,823.15,0.39,135.78,5.22,1.66,166.31,3.96,0.04,31.57,51.64,0.01,0.1,12.28,0.01,0.01,0.28,0.08,2.344,0.0,1.689,0.011,0.003,0.597,0.348,0.006,0.002,63.0
1367,,9.1,38791.4,217.8,169845.65,262244.37,61.91,1282.05,94872.62,95454.95,73.24,137.64,2824.18,4.7,36.06,879.1,0.2,123.93,5.62,1.75,166.89,4.87,0.03,29.86,52.2,0.01,0.14,12.43,0.01,0.02,0.34,0.09,2.357,0.0,1.589,0.013,0.002,0.601,0.426,0.008,0.002,58.0
1368,,10.85,36634.34,206.07,166186.28,278017.43,38.93,1212.88,100975.21,96950.17,52.17,130.69,3169.51,5.18,23.6,819.28,0.41,130.49,6.62,1.39,167.47,4.49,0.03,28.52,54.02,0.01,0.13,12.32,0.01,0.02,0.37,0.09,2.453,0.0,1.526,0.014,0.002,0.599,0.395,0.008,0.002,60.0
1369,,12.41,35272.83,184.7,174578.49,257224.56,48.92,1040.41,92432.56,94492.5,41.64,119.23,2845.76,7.4,24.73,802.21,0.34,130.15,5.55,1.57,168.04,4.46,0.03,30.93,51.6,0.01,0.12,12.4,0.01,0.01,0.34,0.09,2.334,0.0,1.649,0.013,0.002,0.601,0.391,0.007,0.002,60.0
1370,,10.27,35027.31,219.87,172225.52,278451.71,36.93,1338.22,110746.66,94730.24,56.39,126.53,3126.34,5.5,25.86,840.6,0.2,132.88,5.35,1.61,168.62,4.26,0.03,29.36,53.75,0.01,0.15,11.96,0.01,0.01,0.36,0.09,2.443,0.0,1.573,0.014,0.002,0.582,0.375,0.009,0.002,60.0
1371,,9.29,37111.63,196.42,181064.03,267890.12,19.95,1346.59,99754.41,99327.65,45.85,105.35,3558.25,4.7,21.17,832.13,0.13,131.86,4.82,1.57,169.19,4.5,0.03,30.77,51.54,0.0,0.15,12.5,0.01,0.01,0.41,0.09,2.331,0.0,1.64,0.016,0.002,0.606,0.395,0.009,0.002,60.0
1372,,11.44,35423.21,232.29,197835.73,280672.09,29.94,1445.69,94384.56,103727.41,45.85,125.48,2241.86,5.34,22.14,882.28,0.3,137.06,5.22,2.1,169.77,4.07,0.03,31.85,51.17,0.01,0.15,12.37,0.01,0.01,0.25,0.09,2.318,0.0,1.701,0.009,0.002,0.601,0.358,0.009,0.002,62.0
1373,,10.27,38424.44,222.63,185905.1,267902.36,44.92,1458.53,100486.88,99299.01,41.64,111.94,2220.3,4.23,19.87,814.52,0.27,134.5,5.15,1.3,170.34,4.62,0.03,31.32,51.11,0.01,0.16,12.39,0.01,0.01,0.25,0.08,2.307,0.0,1.666,0.009,0.002,0.599,0.404,0.009,0.002,59.0
1374,,11.63,39084.73,181.94,181601.38,279100.09,30.94,1410.97,95116.65,101771.0,45.85,125.14,3104.75,4.7,25.54,826.32,0.37,127.59,5.22,1.48,170.92,4.61,0.03,30.03,52.26,0.01,0.15,12.46,0.01,0.01,0.35,0.08,2.364,0.0,1.601,0.013,0.002,0.604,0.404,0.009,0.002,59.0
1375,,11.63,33772.25,177.12,172647.87,276092.66,39.93,960.26,97313.24,92799.63,33.22,105.0,2392.78,5.5,24.57,883.88,0.34,127.85,4.95,1.26,171.49,4.15,0.03,29.71,53.79,0.01,0.11,11.82,0.01,0.01,0.28,0.09,2.445,0.0,1.592,0.011,0.002,0.576,0.366,0.006,0.002,61.0
1376,,11.24,34303.27,184.01,176815.84,258662.01,59.91,1215.95,98289.64,105629.38,45.85,130.0,2241.86,3.75,21.98,857.18,0.34,126.48,5.55,1.7,172.07,4.25,0.03,30.72,50.88,0.01,0.13,13.59,0.01,0.02,0.27,0.09,2.305,0.0,1.64,0.01,0.002,0.66,0.373,0.008,0.002,63.0
1377,,13.59,35231.97,213.66,166668.73,270522.37,40.93,1266.88,102196.15,100396.08,47.96,114.37,2824.18,3.43,23.43,852.77,0.25,124.61,4.95,1.88,172.64,4.36,0.03,28.93,53.17,0.01,0.14,12.91,0.01,0.01,0.33,0.09,2.414,0.0,1.548,0.013,0.002,0.628,0.384,0.008,0.002,62.0
1378,,8.9,36862.22,192.28,167828.85,255550.62,40.93,1391.79,100242.72,99542.48,66.92,129.3,3039.99,5.18,23.27,822.8,0.2,128.7,5.55,2.23,173.22,4.69,0.03,29.92,51.58,0.01,0.16,13.14,0.01,0.02,0.37,0.09,2.331,0.0,1.594,0.014,0.002,0.636,0.411,0.009,0.002,60.0
1379,,8.71,37524.62,192.97,161698.23,265412.84,41.93,1424.97,101219.39,101298.38,58.49,123.4,2543.74,4.39,23.92,858.6,0.23,127.76,4.88,1.88,173.8,4.72,0.03,28.49,52.95,0.01,0.16,13.22,0.01,0.01,0.31,0.09,2.398,0.0,1.521,0.012,0.002,0.641,0.414,0.009,0.002,60.0
1380,,10.85,37558.95,199.86,175534.98,273050.63,21.95,1551.65,94140.54,103635.75,41.64,114.37,2910.5,3.59,24.57,802.56,0.15,123.16,5.08,1.53,174.37,4.53,0.03,29.65,52.22,0.0,0.17,12.96,0.01,0.01,0.33,0.08,2.364,0.0,1.582,0.012,0.002,0.629,0.398,0.01,0.002,61.0
1381,,11.83,36569.91,188.14,165569.09,267099.04,51.92,1318.31,104882.72,89024.31,41.64,130.0,2241.86,4.39,29.42,918.97,0.2,122.48,5.69,1.88,174.95,4.63,0.03,29.39,53.69,0.01,0.15,11.7,0.01,0.02,0.27,0.1,2.432,0.0,1.569,0.01,0.002,0.568,0.407,0.009,0.003,58.0
1382,,9.1,39900.23,206.76,164455.81,280655.78,49.92,999.58,101951.95,96898.62,75.34,135.21,2349.66,2.48,20.68,839.36,0.15,125.46,5.42,2.19,175.52,4.86,0.03,28.08,54.26,0.01,0.11,12.25,0.01,0.02,0.27,0.09,2.458,0.0,1.499,0.01,0.002,0.595,0.427,0.006,0.002,58.0
1383,,12.81,37017.5,184.01,182031.13,291080.74,51.92,1079.63,96580.99,104351.85,64.81,135.56,3277.47,4.23,27.0,869.2,0.32,133.99,4.75,1.75,176.1,4.27,0.03,29.4,53.23,0.01,0.11,12.48,0.01,0.01,0.36,0.09,2.418,0.0,1.574,0.014,0.002,0.607,0.376,0.006,0.002,61.0
1384,,12.41,39782.75,178.49,180274.86,262731.67,62.91,1235.06,98533.76,94718.79,45.85,133.82,2737.88,5.34,21.82,826.67,0.27,121.28,4.88,1.75,176.67,4.9,0.03,31.09,51.31,0.01,0.14,12.1,0.01,0.02,0.32,0.09,2.312,0.0,1.651,0.012,0.002,0.584,0.428,0.008,0.002,57.0
1385,,9.1,36279.85,224.7,170986.18,270063.61,45.92,989.84,92432.56,99235.99,52.17,110.9,2630.01,5.34,25.54,894.86,0.39,130.58,4.95,1.57,177.25,4.47,0.03,29.51,52.77,0.01,0.11,12.68,0.01,0.01,0.31,0.09,2.392,0.0,1.577,0.012,0.002,0.616,0.393,0.006,0.002,61.0
1386,,10.27,34297.69,204.69,168529.1,280046.15,49.92,1220.32,90236.99,93945.39,64.81,110.21,2673.16,5.02,19.23,808.19,0.34,130.32,4.82,2.15,177.82,4.2,0.03,28.9,54.38,0.01,0.13,11.93,0.01,0.01,0.31,0.08,2.474,0.0,1.55,0.012,0.002,0.582,0.371,0.008,0.002,61.0
1387,,11.63,37656.0,194.35,170401.09,362355.08,50.92,874.14,107081.31,101882.71,47.96,117.5,2392.78,5.82,24.89,809.6,0.37,126.65,5.62,1.7,178.4,3.92,0.02,24.84,59.8,0.01,0.08,11.0,0.01,0.01,0.24,0.07,2.747,0.0,1.345,0.009,0.001,0.541,0.349,0.005,0.002,60.0
1388,,11.05,39114.56,206.07,176770.65,276885.81,46.92,1346.19,88529.63,95761.44,58.49,118.19,2565.3,4.7,31.37,893.79,0.3,124.01,6.62,2.06,178.98,4.71,0.03,29.83,52.9,0.01,0.14,11.97,0.01,0.01,0.29,0.09,2.393,0.0,1.59,0.011,0.002,0.58,0.413,0.008,0.002,58.0
1389,,10.46,37546.96,207.45,167339.91,254957.29,44.92,1295.33,95116.65,97230.89,43.75,114.72,2435.91,5.66,23.11,820.33,0.46,124.01,5.95,1.57,179.55,4.8,0.03,29.98,51.72,0.01,0.15,12.9,0.01,0.01,0.3,0.09,2.335,0.0,1.596,0.011,0.002,0.624,0.42,0.009,0.002,59.0
1390,,10.85,36465.3,215.04,169243.27,284833.49,54.91,1319.44,95604.74,91665.31,33.22,127.22,2694.73,3.59,21.17,825.79,0.37,122.48,6.09,2.06,180.13,4.42,0.03,28.72,54.74,0.01,0.14,11.52,0.0,0.01,0.31,0.09,2.487,0.0,1.538,0.012,0.002,0.561,0.389,0.008,0.002,59.0
1391,,8.71,35920.45,203.31,177489.3,259073.85,51.92,1192.6,89017.42,101315.56,47.96,117.15,2522.17,5.02,24.57,819.98,0.13,126.91,5.28,1.75,180.7,4.46,0.03,30.88,51.03,0.01,0.13,13.05,0.01,0.01,0.3,0.09,2.307,0.0,1.646,0.011,0.002,0.632,0.391,0.007,0.002,61.0
1392,,11.24,35850.3,191.59,180472.18,297213.78,55.91,1414.07,97801.43,96294.22,50.07,116.11,2630.01,3.43,21.01,819.28,0.15,132.03,6.29,1.79,181.28,4.14,0.03,29.23,54.5,0.01,0.15,11.55,0.01,0.01,0.29,0.08,2.48,0.0,1.568,0.011,0.002,0.563,0.365,0.009,0.002,60.0
1393,,11.83,38414.97,204.0,186127.2,266709.6,39.93,1356.47,99998.56,92690.78,73.24,124.09,2435.91,3.91,20.68,803.8,0.2,124.35,4.88,1.66,181.85,4.66,0.03,31.68,51.4,0.01,0.15,11.68,0.01,0.01,0.28,0.08,2.319,0.0,1.685,0.011,0.002,0.565,0.408,0.009,0.002,58.0
1394,,9.49,36705.58,175.05,177698.96,275701.22,23.95,1399.36,98289.64,87872.81,52.17,127.22,2435.91,3.91,24.24,852.95,0.27,129.64,4.35,1.84,182.43,4.48,0.03,30.4,53.41,0.0,0.15,11.13,0.01,0.01,0.28,0.09,2.419,0.0,1.623,0.011,0.002,0.54,0.393,0.009,0.002,57.0
1395,,9.49,38921.27,196.42,165295.2,286042.59,59.91,1127.76,94628.58,92361.36,54.28,126.18,2716.3,4.39,24.08,938.87,0.32,131.0,4.88,1.57,183.0,4.72,0.03,28.07,55.0,0.01,0.12,11.62,0.01,0.01,0.31,0.1,2.495,0.0,1.501,0.012,0.002,0.565,0.415,0.007,0.003,57.0
1396,,11.83,38461.9,192.28,175680.7,266271.24,39.93,1139.83,101707.76,95787.22,56.39,115.07,2673.16,5.18,25.7,905.84,0.18,125.46,5.95,1.66,183.58,4.74,0.03,30.34,52.07,0.01,0.13,12.25,0.01,0.01,0.31,0.1,2.352,0.0,1.615,0.012,0.002,0.593,0.415,0.007,0.003,58.0
1397,,10.27,41623.52,181.25,185928.7,306203.38,59.91,1444.09,86091.02,92000.45,60.6,128.96,2586.87,5.97,23.6,823.15,0.25,137.15,4.88,1.92,184.15,4.68,0.03,29.33,54.68,0.01,0.15,10.75,0.01,0.01,0.28,0.08,2.477,0.0,1.566,0.011,0.002,0.522,0.411,0.009,0.002,55.0
1398,,11.63,39215.76,191.59,175442.95,281349.0,49.92,1324.78,106104.11,96778.31,79.56,120.28,2716.3,5.18,22.62,860.89,0.3,128.79,5.28,1.88,184.73,4.68,0.03,29.38,53.34,0.01,0.14,12.0,0.01,0.01,0.31,0.09,2.415,0.0,1.568,0.012,0.002,0.582,0.411,0.008,0.002,58.0
1399,,11.83,37949.2,195.04,197389.78,290679.06,70.9,1164.38,99510.28,89184.72,50.07,130.35,2630.01,2.8,24.41,826.32,0.37,124.35,5.08,2.1,185.31,4.35,0.03,31.68,52.82,0.01,0.12,10.6,0.01,0.01,0.29,0.08,2.391,0.0,1.69,0.011,0.002,0.514,0.382,0.007,0.002,57.0
1400,,12.61,40425.74,188.83,157758.31,254209.01,49.92,1724.52,106592.7,90215.91,47.96,122.01,2543.74,5.5,26.51,828.79,0.25,124.61,5.22,1.88,185.88,5.29,0.03,28.95,52.82,0.01,0.2,12.26,0.01,0.02,0.32,0.09,2.38,0.0,1.537,0.012,0.002,0.592,0.462,0.011,0.002,56.0
1401,,11.44,37975.42,165.4,179898.8,277654.49,40.93,1337.49,90236.99,90367.73,43.75,132.78,2651.58,5.02,20.84,824.56,0.2,125.8,4.08,2.06,186.46,4.58,0.02,30.4,53.12,0.01,0.14,11.31,0.01,0.02,0.31,0.09,2.404,0.0,1.622,0.012,0.001,0.548,0.402,0.008,0.002,57.0
1402,,9.68,34994.48,186.07,163625.29,265639.17,52.92,1483.51,98289.64,90980.72,54.28,132.78,2975.24,4.7,24.24,842.36,0.3,118.81,3.74,1.35,187.03,4.45,0.03,29.19,53.65,0.01,0.17,12.02,0.01,0.02,0.36,0.09,2.435,0.0,1.561,0.014,0.002,0.584,0.392,0.01,0.002,59.0
1403,,11.05,40191.79,190.9,171705.28,381496.39,47.92,1431.08,91700.64,98273.54,62.7,108.82,2306.54,4.07,24.89,851.36,0.13,126.91,5.22,1.53,187.61,4.05,0.02,24.24,60.97,0.01,0.13,10.27,0.01,0.01,0.22,0.07,2.801,0.0,1.313,0.008,0.001,0.506,0.361,0.008,0.002,58.0
1404,,11.83,39515.3,196.42,168283.12,268797.43,39.93,1350.86,91212.75,96855.66,58.49,116.8,2910.5,5.5,21.49,815.93,0.27,121.97,6.42,2.15,188.18,4.89,0.03,29.2,52.82,0.01,0.15,12.45,0.01,0.01,0.34,0.09,2.387,0.0,1.555,0.013,0.002,0.603,0.428,0.009,0.002,58.0
1405,,12.61,39477.02,185.39,173093.63,282637.59,48.92,1184.36,90236.99,96832.73,50.07,125.48,2781.03,4.55,22.46,832.13,0.25,123.33,5.02,1.92,188.76,4.72,0.03,29.02,53.65,0.01,0.13,12.02,0.01,0.01,0.32,0.09,2.429,0.0,1.549,0.012,0.002,0.583,0.414,0.008,0.002,58.0
1406,,7.73,37499.9,210.9,167092.72,271965.9,66.91,2330.0,95604.74,89863.59,56.39,133.82,2565.3,4.7,25.38,834.25,0.25,125.97,3.74,2.28,189.33,4.67,0.03,29.19,53.79,0.01,0.26,11.62,0.01,0.02,0.31,0.09,2.436,0.0,1.558,0.012,0.002,0.564,0.41,0.015,0.002,57.0
1407,,11.83,35536.4,177.8,169308.77,257895.37,35.93,1199.67,94384.56,94034.19,73.24,114.03,2867.34,4.86,27.64,863.54,0.25,120.94,3.95,1.48,189.91,4.53,0.03,30.24,52.15,0.01,0.14,12.44,0.01,0.01,0.35,0.09,2.36,0.0,1.613,0.013,0.002,0.603,0.398,0.008,0.002,60.0
1408,,12.61,34380.5,221.25,194141.7,265973.56,47.92,1422.47,84384.34,92453.03,41.64,106.04,2737.88,4.86,23.76,789.04,0.3,116.6,4.15,1.92,190.48,4.14,0.03,32.8,50.88,0.01,0.15,11.57,0.01,0.01,0.31,0.08,2.302,0.0,1.749,0.012,0.002,0.561,0.363,0.009,0.002,60.0
1409,,11.24,34239.05,168.85,177028.89,267784.09,45.92,1264.44,101463.57,96629.36,66.92,124.79,2522.17,5.18,20.03,852.95,0.27,120.35,5.28,1.61,191.06,4.21,0.03,30.54,52.31,0.01,0.14,12.35,0.01,0.01,0.3,0.09,2.373,0.0,1.633,0.011,0.002,0.6,0.37,0.008,0.002,61.0
1410,,12.22,37137.51,177.12,172613.1,277008.15,51.92,1156.11,99266.13,92862.64,58.49,124.09,2651.58,5.18,23.92,808.54,0.2,126.91,3.48,1.44,191.64,4.53,0.03,29.51,53.62,0.01,0.13,11.76,0.01,0.01,0.31,0.08,2.43,0.0,1.577,0.012,0.002,0.571,0.398,0.008,0.002,58.0
1411,,13.2,38586.87,162.65,170993.96,284062.81,39.93,1057.12,89749.14,102214.99,45.85,125.14,3147.93,5.5,23.11,816.46,0.3,118.3,4.01,1.84,192.21,4.59,0.02,28.52,53.65,0.01,0.11,12.63,0.01,0.01,0.36,0.08,2.434,0.0,1.525,0.014,0.001,0.614,0.404,0.006,0.002,60.0
1412,,10.85,35252.47,176.43,179103.04,272357.37,48.92,1320.91,102440.36,96365.84,60.6,112.64,2284.98,5.5,23.76,790.79,0.25,118.81,4.21,1.97,192.79,4.28,0.03,30.5,52.51,0.01,0.14,12.15,0.01,0.01,0.26,0.08,2.381,0.0,1.63,0.01,0.002,0.59,0.376,0.008,0.002,61.0
1413,,9.88,34797.38,186.76,165428.67,271996.51,34.93,1329.98,96092.86,99362.02,52.17,114.37,2845.76,3.28,25.38,853.48,0.13,124.35,3.07,1.84,193.36,4.31,0.03,28.75,53.52,0.01,0.15,12.79,0.01,0.01,0.34,0.09,2.432,0.0,1.54,0.013,0.002,0.623,0.38,0.009,0.002,62.0
1414,,12.41,38665.74,186.07,181796.31,274186.31,38.93,1196.73,95848.8,86251.54,45.85,136.95,2673.16,4.23,21.82,830.2,0.34,123.84,3.95,2.06,193.94,4.7,0.03,30.96,52.87,0.01,0.13,10.88,0.01,0.02,0.31,0.09,2.389,0.0,1.649,0.012,0.002,0.527,0.412,0.007,0.002,56.0
1415,,11.05,37713.82,161.96,180227.85,265869.57,37.93,1416.5,96092.86,96910.07,31.11,125.48,2737.88,4.07,20.36,756.25,0.13,116.77,4.01,1.92,194.51,4.61,0.02,30.89,51.59,0.01,0.15,12.3,0.0,0.01,0.32,0.08,2.331,0.0,1.645,0.012,0.001,0.596,0.404,0.009,0.002,59.0
1416,,13.2,39135.88,186.76,175562.96,250280.03,35.93,1015.76,110013.49,90015.4,37.43,117.85,2522.17,5.18,22.95,817.69,0.27,127.34,3.81,1.84,195.09,5.02,0.03,31.54,50.9,0.01,0.12,11.97,0.01,0.01,0.31,0.09,2.29,0.0,1.672,0.012,0.002,0.577,0.438,0.007,0.002,56.0
1417,,12.41,36087.58,259.23,171324.38,265359.83,26.94,1098.41,93652.52,95500.78,58.49,129.65,3169.51,6.29,17.61,831.43,0.2,121.2,3.95,1.97,195.66,4.5,0.04,29.95,52.53,0.01,0.12,12.36,0.01,0.02,0.38,0.09,2.379,0.0,1.599,0.014,0.003,0.6,0.395,0.007,0.002,60.0
1418,,9.88,35861.74,181.25,177386.02,263129.25,63.91,1251.33,100731.04,100946.06,71.13,116.11,2737.88,4.86,25.7,826.85,0.23,124.18,4.01,1.97,196.24,4.42,0.03,30.63,51.44,0.01,0.14,12.91,0.01,0.01,0.32,0.09,2.328,0.0,1.634,0.012,0.002,0.626,0.388,0.008,0.002,61.0
1419,,9.29,33739.22,178.49,175179.95,279040.94,48.92,1482.48,94628.58,93647.5,50.07,137.29,2608.44,4.07,21.82,807.31,0.15,125.89,3.74,2.19,196.82,4.09,0.03,29.79,53.72,0.01,0.16,11.79,0.01,0.02,0.3,0.08,2.443,0.0,1.597,0.011,0.002,0.574,0.361,0.009,0.002,61.0
1420,,10.27,39367.44,200.55,171247.89,274836.72,73.9,1145.97,87066.39,91877.28,64.81,130.69,3061.58,4.23,22.95,843.42,0.23,132.62,4.68,2.28,197.39,4.82,0.03,29.41,53.44,0.02,0.13,11.68,0.01,0.02,0.36,0.09,2.417,0.0,1.568,0.014,0.002,0.566,0.423,0.008,0.002,57.0
1421,,7.73,37874.28,183.32,176907.77,277917.5,28.94,1152.61,95116.65,98058.71,77.45,113.33,2867.34,4.7,22.14,901.23,0.2,137.74,4.21,2.37,197.97,4.54,0.03,29.74,52.9,0.01,0.12,12.21,0.01,0.01,0.33,0.09,2.396,0.0,1.588,0.013,0.002,0.593,0.399,0.007,0.002,59.0
1422,,10.27,37282.03,177.8,161673.98,247639.62,57.91,1181.33,83409.2,96337.19,41.64,124.79,2996.82,4.23,22.62,781.49,0.39,129.98,4.35,1.79,198.54,4.89,0.03,29.74,51.58,0.01,0.14,13.12,0.01,0.02,0.38,0.09,2.328,0.0,1.582,0.014,0.002,0.635,0.428,0.008,0.002,59.0
1423,,9.49,42254.52,187.45,174183.5,284607.2,46.92,1075.13,91456.69,90101.33,60.6,113.68,3212.7,4.07,22.62,815.93,0.18,128.27,4.62,1.79,199.12,5.05,0.03,29.18,53.98,0.01,0.11,11.18,0.01,0.01,0.37,0.08,2.438,0.0,1.553,0.014,0.002,0.541,0.442,0.006,0.002,55.0
1424,,12.41,39827.77,164.03,178400.5,266595.43,43.92,1112.18,87310.26,91464.8,52.17,126.87,2220.3,5.34,21.01,836.36,0.37,134.24,4.41,1.88,199.69,4.9,0.02,30.79,52.09,0.01,0.12,11.69,0.01,0.01,0.26,0.09,2.349,0.0,1.637,0.01,0.001,0.565,0.428,0.007,0.002,56.0
1425,,12.61,38682.97,165.4,166152.35,261685.72,37.93,1181.13,91700.64,79998.51,54.28,111.94,2414.34,4.39,22.62,793.78,0.2,135.44,4.48,2.15,200.27,5.0,0.03,30.07,53.63,0.01,0.14,10.72,0.01,0.01,0.3,0.09,2.42,0.0,1.6,0.011,0.002,0.518,0.438,0.008,0.002,54.0
1426,,12.81,41181.51,192.28,171981.18,278741.22,45.92,1384.28,98289.64,81605.45,39.54,126.53,2673.16,2.8,21.98,799.23,0.23,133.99,5.69,2.28,200.84,5.06,0.03,29.6,54.33,0.01,0.15,10.4,0.01,0.01,0.31,0.08,2.454,0.0,1.575,0.012,0.002,0.503,0.443,0.009,0.002,53.0
1427,,9.1,34997.82,189.52,174252.55,286405.52,40.93,1080.66,84871.94,90427.88,62.7,124.09,2457.47,4.7,21.33,838.83,0.25,137.74,5.22,1.92,201.42,4.21,0.03,29.35,54.62,0.01,0.12,11.28,0.01,0.01,0.28,0.09,2.484,0.0,1.573,0.011,0.002,0.55,0.371,0.007,0.002,59.0
1428,,10.66,40960.78,195.04,186962.58,250061.85,51.92,1384.72,81459.22,83100.68,102.73,115.76,3061.58,4.23,23.76,838.66,0.11,133.14,5.69,2.19,201.99,5.17,0.03,33.11,50.13,0.01,0.16,10.9,0.02,0.01,0.37,0.09,2.248,0.001,1.75,0.014,0.002,0.524,0.45,0.009,0.002,53.0
1429,,10.27,37651.23,214.35,166179.33,272473.61,47.92,1329.45,89505.23,88746.46,47.96,114.03,2845.76,6.93,25.38,822.27,0.18,143.89,6.36,1.92,202.57,4.7,0.03,29.11,54.04,0.01,0.15,11.51,0.01,0.01,0.34,0.09,2.448,0.0,1.554,0.013,0.002,0.559,0.413,0.009,0.002,57.0
1430,,12.81,38037.12,196.42,167784.39,288089.65,56.91,1408.8,87310.26,85730.22,66.92,107.43,2457.47,4.86,29.26,842.89,0.18,146.88,5.75,2.28,203.15,4.61,0.03,28.53,55.47,0.01,0.15,10.8,0.01,0.01,0.28,0.09,2.518,0.0,1.527,0.011,0.002,0.525,0.406,0.009,0.002,56.0
1431,,12.22,37415.24,198.48,171743.15,264856.22,27.94,1364.04,87310.26,85541.17,43.75,119.58,2932.08,4.07,22.46,841.83,0.2,136.8,6.36,2.76,203.72,4.72,0.03,30.38,53.04,0.01,0.15,11.2,0.01,0.01,0.35,0.09,2.398,0.0,1.619,0.013,0.002,0.543,0.414,0.009,0.002,56.0
1432,,10.27,37672.89,201.93,177282.09,269398.93,68.91,1343.56,86334.86,87431.69,73.24,119.58,2414.34,5.5,24.57,830.37,0.39,148.16,6.09,1.48,204.3,4.66,0.03,30.71,52.83,0.01,0.15,11.21,0.01,0.01,0.28,0.09,2.388,0.0,1.636,0.011,0.002,0.543,0.408,0.009,0.002,57.0
