,Ca44,Na23,K39,Al27,Si29,An
899,96056.67,32635.67,1574.45,179705.68,280647.86,62.0
900,108559.89,36806.15,1315.99,170339.25,265578.24,62.0
901,100909.01,37078.78,1448.84,156991.81,252280.45,60.0
902,92338.65,31565.59,1613.61,169221.21,246869.17,62.0
903,104592.66,34602.44,1089.52,163928.71,248696.03,63.0
904,89777.85,34745.12,1488.96,160161.41,258751.95,59.0
905,85469.75,36694.18,1331.7,159315.79,263847.2,57.0
906,99883.55,39477.13,1528.55,173791.78,248218.92,59.0
907,101822.76,33476.78,1593.43,157430.36,257495.97,63.0
908,99806.21,33938.61,1339.34,155592.31,248500.3,62.0
909,98545.86,32486.52,1256.29,185353.57,244377.6,63.0
910,106085.02,30499.66,1303.62,174123.84,212144.41,66.0
911,103710.42,32081.42,1341.11,168376.51,232651.81,64.0
912,105890.25,31227.17,1219.77,169349.28,231868.87,66.0
913,109396.3,30372.71,1170.14,177278.34,239957.24,67.0
914,107316.73,30236.16,1030.38,173770.92,284978.52,67.0
915,114529.36,32131.96,1405.75,177965.97,272492.2,67.0
916,101937.34,31455.73,1287.61,183625.02,250231.34,64.0
917,105191.33,29138.29,1348.11,177021.48,257816.1,67.0
918,114569.46,31337.98,1232.94,180678.09,253440.58,67.0
919,104727.29,30535.55,1398.51,176514.23,269097.4,66.0
920,102387.06,31163.97,1488.2,172885.51,306456.43,65.0
921,102621.93,34511.65,1325.26,180512.79,258876.32,62.0
922,113641.38,34566.34,1237.11,183120.8,252521.03,65.0
923,101221.23,32678.44,1637.92,168663.57,297950.07,63.0
924,95667.11,34220.43,2063.05,171613.07,255471.34,61.0
925,104741.61,32163.42,1392.7,167323.52,283426.89,65.0
926,88113.62,35463.57,1754.39,159956.96,251377.2,58.0
927,104443.71,34159.14,2115.88,179682.45,254818.89,63.0
928,97122.24,33779.31,2194.9,180803.32,253840.21,61.0
929,99075.78,34587.39,2859.2,165423.73,250402.6,61.0
930,105145.5,33574.79,2650.64,164138.47,267123.73,63.0
931,103352.37,38564.51,2954.66,171716.17,267853.66,60.0
932,102175.08,35077.27,3474.52,157949.31,261033.49,61.0
933,105036.65,33572.06,3466.31,149631.1,257300.24,63.0
934,96852.98,31318.91,3859.62,171344.22,260285.22,62.0
935,98268.01,31642.0,3573.31,160974.45,271558.38,63.0
936,89359.64,37346.37,3922.86,161438.07,252543.45,56.0
937,102249.56,30516.89,3811.02,170888.11,265847.38,64.0
938,95128.6,30325.58,3297.27,157905.77,305659.21,63.0
939,99296.34,29673.94,3514.17,179439.39,260113.94,64.0
940,95085.63,29518.04,2942.02,177461.76,242383.55,64.0
941,93931.27,28945.48,2729.99,174784.95,269150.42,64.0
942,104334.86,26473.23,2300.5,170968.34,259526.75,68.0
943,104417.93,30477.18,2220.98,168938.0,268650.88,65.0
944,111773.77,28412.0,2051.38,177823.72,227071.29,68.0
945,108726.03,30603.45,1741.62,164939.81,283800.03,66.0
946,113346.35,29173.29,1840.01,176050.53,246326.82,68.0
947,109508.01,25632.52,1398.41,181803.9,259520.63,70.0
948,110736.86,23459.87,1616.64,171174.34,303161.56,72.0
949,113730.17,24439.17,1305.52,178804.64,251658.58,72.0
950,99405.19,25814.98,1460.91,174452.61,245176.87,68.0
951,109602.54,25862.59,1034.35,178979.72,246512.35,70.0
952,123749.94,23363.3,1185.51,173881.34,210282.88,75.0
953,111664.93,25242.62,973.95,192068.92,238721.65,71.0
954,121899.52,23010.37,910.91,173184.92,250526.97,75.0
955,112762.0,25142.09,1056.0,185027.92,238864.39,71.0
956,106279.81,22013.78,691.98,188573.57,216672.83,73.0
957,97093.6,24012.01,646.15,168408.8,220035.0,70.0
958,113541.13,23661.88,896.5,169365.11,228959.34,73.0
959,122632.81,21897.38,801.88,171913.29,249966.26,76.0
960,114973.35,22448.97,752.55,182537.73,241209.13,74.0
961,115271.24,25952.15,858.88,171004.56,253257.08,71.0
962,135035.78,23440.67,723.7,191722.95,236692.95,76.0
963,112979.7,20367.79,800.61,175416.78,259991.61,76.0
964,117067.23,24286.75,651.25,176766.53,233938.36,73.0
965,106136.58,21398.03,742.87,178018.21,254523.24,74.0
966,129897.0,23290.63,558.03,191456.57,231242.92,76.0
967,130123.29,24553.59,981.09,180912.72,241168.35,75.0
968,107700.56,22441.21,783.63,175748.38,266022.73,73.0
969,117476.85,22024.67,899.94,175210.86,247022.07,75.0
970,121014.42,22549.91,699.55,179988.99,250985.73,75.0
971,105079.61,22981.22,825.36,180707.27,232278.69,72.0
972,111934.19,25572.86,688.74,175515.12,256888.39,71.0
973,119880.1,23683.06,682.6,190105.73,259233.13,74.0
974,121996.92,24833.64,539.32,185516.04,256244.08,74.0
975,118994.99,24557.06,552.16,166910.04,241227.49,73.0
976,111527.44,24159.19,614.06,197669.15,252107.13,72.0
977,116162.08,23766.9,954.54,166348.83,254386.64,73.0
978,115325.67,25552.43,486.82,168703.27,250088.61,72.0
979,116061.82,24619.58,543.72,187881.18,258564.37,73.0
980,127705.71,26565.03,637.51,180736.45,239361.88,73.0
981,107898.21,25339.06,674.43,177696.12,264719.87,71.0
982,113369.27,23660.04,810.02,180061.9,242020.62,73.0
983,114772.83,28001.6,847.84,196552.03,273401.55,70.0
984,127164.33,27258.56,777.9,193438.79,277801.52,72.0
985,124775.41,27777.05,728.1,185751.6,270180.06,72.0
986,111223.81,26272.31,714.12,170910.16,270547.06,70.0
987,116064.69,28104.1,795.81,180030.24,240974.65,70.0
988,124998.83,27020.19,904.07,186212.27,265957.47,72.0
989,111664.93,27270.34,781.56,177376.13,230537.46,70.0
990,109585.36,26610.26,747.64,172649.6,254861.7,70.0
991,111538.9,23432.15,976.38,176518.62,235848.83,73.0
992,116477.17,26949.09,820.56,176490.9,252117.32,71.0
993,111939.92,25651.73,666.23,178698.15,241771.87,71.0
994,116981.3,29927.7,611.73,185021.24,231807.71,69.0
995,121034.46,27174.45,871.65,173821.87,250055.99,71.0
996,107671.92,29766.97,942.7,185854.23,225497.26,67.0
997,103724.75,28433.25,630.44,168853.3,274669.76,67.0
998,117668.77,26588.46,797.64,179791.67,250526.97,71.0
999,108829.15,26574.23,814.35,181882.85,267182.88,70.0
1000,113976.52,26712.69,754.78,170337.88,239940.93,71.0
1001,119776.98,26791.28,814.15,186409.31,265981.95,72.0
1002,124420.22,27384.42,899.97,177718.34,258176.98,72.0
1003,109619.73,26653.64,775.33,166508.0,281822.29,70.0
1004,100066.87,28617.48,709.45,187689.26,272897.94,66.0
1005,109296.05,25721.68,789.3,185267.04,286201.85,71.0
1006,112366.71,29837.26,925.49,200216.69,233938.36,68.0
1007,108897.89,24532.68,760.89,166174.66,252445.59,71.0
1008,108216.17,27300.37,480.01,181752.03,235108.69,69.0
1009,104647.09,23818.04,908.94,199543.06,241094.95,71.0
1010,110224.12,26326.19,1129.34,175682.06,248202.61,70.0
1011,121558.65,31078.15,780.63,198925.4,282325.89,69.0
1012,96139.74,29647.79,791.14,192353.05,284937.74,65.0
1013,105417.61,25348.39,784.7,172432.97,251564.78,70.0
1014,107700.56,28492.37,850.37,188119.39,250881.75,68.0
1015,115649.34,32980.42,779.3,168330.78,263019.4,67.0
1016,112988.29,28925.73,891.57,179130.48,270697.94,69.0
1017,97085.0,29869.34,737.91,166670.74,249201.67,65.0
1018,103143.27,30338.25,1021.68,163974.82,271629.73,66.0
1019,106339.96,33294.26,946.73,207462.41,252720.85,64.0
1020,109860.35,30209.26,843.04,179661.69,264293.72,67.0
1021,94982.51,29964.96,1247.82,173884.72,245299.2,64.0
1022,103143.27,27978.37,1248.78,193341.91,265818.84,67.0
1023,103315.13,31835.9,1249.65,169414.04,248194.46,65.0
1024,94601.55,31873.5,1377.8,178414.48,290828.15,62.0
1025,102816.72,34494.01,1396.24,173396.14,266985.09,63.0
1026,103564.33,36159.48,1334.24,179335.21,283198.53,62.0
1027,109960.59,31001.67,1560.48,182838.86,251893.04,66.0
1028,110355.88,28440.88,1085.79,197683.51,296335.26,69.0
1029,99872.09,34726.66,908.61,167652.3,280806.87,62.0
1030,94584.36,35413.31,1148.99,192288.55,252633.18,60.0
1031,100009.58,32663.32,921.95,185127.54,268516.31,63.0
1032,105767.08,30297.18,1117.6,186707.99,276914.61,66.0
1033,104280.44,32223.36,1103.73,200829.5,278551.86,65.0
1034,115377.22,34857.9,1188.31,189160.12,263125.43,65.0
1035,102332.63,31915.86,1046.86,170023.47,252516.94,64.0
1036,101731.1,35936.5,925.39,171187.88,261838.86,62.0
1037,107394.07,31380.61,1268.36,187282.64,275615.82,66.0
1038,107101.9,29224.03,1225.97,173254.07,294651.13,67.0
1039,100003.85,31431.21,1028.22,175952.92,264707.63,64.0
1040,107989.87,30470.51,1223.47,188385.41,243890.3,67.0
1041,106328.5,28935.19,1103.56,179651.17,290928.04,67.0
1042,100333.26,25877.78,1017.81,172579.89,245368.52,68.0
1043,107772.18,26278.99,1093.42,180756.94,248457.47,70.0
1044,109960.59,27827.04,791.37,182450.55,262738.03,69.0
1045,117279.21,27912.31,731.07,187096.49,253318.25,70.0
1046,107422.71,26352.34,801.71,173512.05,262552.48,70.0
1047,118459.35,25343.55,932.86,176919.56,237910.18,72.0
1048,112936.73,22104.36,805.01,182098.46,249044.68,74.0
1049,129054.86,23376.51,692.31,176342.44,266497.79,76.0
1050,113211.72,24595.2,810.65,187480.52,290088.02,72.0
1051,109327.56,26517.77,850.77,198101.65,275375.22,70.0
1052,101287.11,25894.53,573.1,186929.82,248276.02,69.0
1053,127820.3,23965.9,595.45,193235.61,265388.62,75.0
1054,126044.34,26001.73,614.9,190362.77,263419.01,73.0
1055,116331.08,23841.88,760.15,155736.02,246047.47,73.0
1056,109808.78,22160.48,770.62,195282.6,277764.84,74.0
1057,121014.42,26207.0,838.43,185623.07,271160.8,72.0
1058,124130.91,26163.34,738.81,190336.88,247015.96,73.0
1059,110983.19,29771.47,834.06,186251.33,277212.29,68.0
1060,111687.84,26362.69,1042.46,189298.25,293544.0,70.0
1061,106085.02,29313.8,1176.27,185846.91,261798.09,67.0
1062,111553.21,27619.66,899.54,179463.64,253312.13,69.0
1063,112008.66,33665.57,1058.8,181213.05,254723.07,65.0
1064,115666.53,28102.05,1080.61,202028.22,241205.06,70.0
1065,109296.05,32038.52,1067.91,180455.98,297597.34,66.0
1066,95873.35,29715.21,1182.61,183478.93,258278.92,64.0
1067,101828.49,31982.67,1059.43,170180.8,234207.5,64.0
1068,108594.26,33303.72,1170.4,199465.03,280560.17,65.0
1069,112197.71,36094.85,1321.96,168412.55,251819.64,64.0
1070,109588.22,32720.6,1365.66,180112.57,287604.64,65.0
1071,95042.67,30588.6,1209.73,179734.41,261600.32,63.0
1072,108313.55,40611.85,1465.18,175260.17,258172.89,60.0
1073,104131.48,35787.62,1616.01,185478.62,279868.98,62.0
1074,110209.8,34854.43,1639.29,169426.86,280317.54,64.0
1075,94973.91,38428.91,1764.9,186733.61,270640.86,58.0
1076,94444.0,40075.44,1677.78,163301.54,253530.29,57.0
1077,102481.38,48468.93,1951.56,200557.28,302119.42,54.0
1078,101132.23,50990.15,2116.07,257766.91,312693.22,53.0
1079,109863.01,49660.24,2220.8,219353.81,339827.12,55.0
1080,112758.94,51431.96,2053.46,202861.22,319802.93,55.0
1081,128186.74,49124.73,2315.02,227888.26,353801.81,59.0
1082,120776.46,53793.88,2194.21,220109.06,325701.52,56.0
1083,128249.75,44242.06,2057.36,229151.83,337720.91,62.0
1084,122340.44,58210.49,1937.62,225597.96,359162.14,54.0
1085,125293.67,48287.97,2016.27,248409.97,338840.28,59.0
1086,123746.88,47735.77,2040.72,207438.91,331638.84,59.0
1087,141698.24,47185.68,2134.14,225300.38,342985.38,63.0
1088,130758.99,42642.39,1563.39,215036.36,341492.91,63.0
1089,114088.04,49728.28,1776.59,214335.28,300459.74,56.0
1090,130140.28,39916.3,1527.24,196647.44,350464.13,65.0
1091,150661.02,37671.73,1722.89,216950.97,266939.99,69.0
1092,143393.98,42563.86,1947.33,211285.08,297923.34,65.0
1093,136144.12,50280.21,1564.19,197794.57,272306.43,60.0
1094,111037.43,39415.79,2059.13,219284.01,377563.35,61.0
1095,127109.72,44678.62,2087.11,245801.95,334199.71,61.0
1096,112111.58,45888.19,2547.03,215793.52,656358.39,58.0
1097,120713.45,36905.95,2572.38,213359.14,317731.4,64.0
1098,122039.68,35489.61,2972.72,225149.63,359496.5,65.0
1099,114471.87,35091.87,2677.54,195013.3,382721.79,64.0
1100,121217.6,40270.73,2734.68,229331.6,334705.35,62.0
1101,123660.95,34740.1,2616.44,199991.39,292911.67,66.0
1102,137828.4,34162.16,2654.59,197767.3,343117.92,69.0
1103,119261.19,34859.43,2449.17,184170.51,328345.97,65.0
1104,103810.47,35531.02,2468.45,205595.38,293904.64,62.0
1105,111951.17,37185.32,2073.77,202269.99,279954.39,63.0
1106,111613.18,35450.32,2195.15,200482.17,267881.98,64.0
1107,106505.9,35032.69,1635.6,191080.79,293345.99,63.0
1108,116691.79,39332.16,1838.83,190362.05,285706.16,62.0
1109,108049.83,33846.21,1771.52,190202.15,286833.67,64.0
1110,124345.54,36357.83,1553.99,195999.79,259444.94,66.0
1111,115471.56,35553.56,1553.65,197962.16,267843.24,65.0
1112,102100.42,35005.85,3545.07,191040.81,290489.44,61.0
1113,98680.29,35846.35,1295.56,199640.3,279403.87,61.0
1114,105483.3,43728.48,1436.95,194962.62,310741.98,58.0
1115,112352.19,35816.93,1283.42,184310.75,292265.36,64.0
1116,104028.17,33564.8,1578.1,182863.3,284219.79,63.0
1117,119329.93,36235.24,1362.3,201424.56,266986.91,65.0
1118,104257.33,34128.78,1376.34,178955.12,267125.54,63.0
1119,100083.86,32583.32,1318.64,179485.96,285751.01,63.0
1120,110140.86,35537.83,1806.21,208951.48,293566.18,63.0
1121,103269.1,36748.21,1553.85,198354.5,275421.88,61.0
1122,101564.77,33860.31,1470.33,187518.21,287602.35,63.0
1123,112042.84,34857.52,1405.56,184812.76,293645.7,64.0
1124,109665.36,39382.83,1513.53,181647.85,297179.14,61.0
1125,110074.97,33749.57,1400.36,193505.21,271751.84,65.0
1126,103965.16,34468.02,1533.14,183574.72,288858.33,63.0
1127,104621.11,35745.76,1423.77,185327.42,274271.93,62.0
1128,102830.84,35038.0,1218.98,175582.64,289298.71,62.0
1129,97199.38,35275.35,1183.96,182017.22,270175.74,61.0
1130,95598.17,37652.8,1284.02,192192.32,279577.19,59.0
1131,95936.17,32753.31,1177.92,192711.18,284013.87,62.0
1132,103758.91,36549.07,1442.35,185357.16,283920.07,61.0
1133,88256.64,35897.84,1122.29,178632.84,283392.0,58.0
1134,100599.45,30865.89,1148.4,188264.66,254541.36,65.0
1135,97425.67,32521.0,1202.1,190315.49,270546.85,63.0
1136,97769.4,34132.12,1183.09,180928.01,262177.09,62.0
1137,106285.33,33617.85,1200.64,174204.26,281316.4,64.0
1138,102278.01,38746.99,967.89,188410.94,275774.61,60.0
1139,97949.86,35576.86,950.55,206821.81,277874.69,61.0
1140,111558.75,30408.42,1091.5,178820.46,250679.66,67.0
1141,122028.22,32071.64,982.24,193546.65,292450.88,68.0
1142,115474.42,33159.36,1198.07,191822.57,262898.85,66.0
1143,107413.92,30997.33,941.11,181038.51,286062.96,66.0
1144,111249.39,29542.52,1096.37,165923.74,265245.66,68.0
1145,102664.71,29666.95,950.82,177329.4,268228.58,66.0
1146,112340.73,29086.41,919.53,177671.42,319209.6,69.0
1147,102472.79,32166.44,872.07,175555.46,258700.74,64.0
1148,113380.52,29475.64,835.55,182916.45,316591.65,68.0
1149,109825.77,27616.61,935.57,192353.15,287365.85,69.0
1150,113956.27,28881.0,831.68,181096.42,243655.6,69.0
1151,111111.9,30651.49,766.17,195607.81,276722.7,67.0
1152,104976.3,30271.66,940.91,185564.07,270471.39,66.0
1153,118149.8,30416.8,820.14,183281.07,244978.85,69.0
1154,103936.51,33536.67,971.86,185589.87,259720.2,64.0
1155,108545.38,29500.5,901.12,174100.89,281783.29,67.0
1156,116545.72,32408.49,1238.86,207972.96,284986.43,67.0
1157,109779.94,33074.02,1130.89,178358.24,288888.9,65.0
1158,121721.73,28787.77,848.16,194001.46,299778.75,70.0
1159,119384.36,29224.12,835.91,183157.04,251784.74,70.0
1160,117691.49,31200.56,951.72,184961.24,277994.99,68.0
1161,124033.32,30405.36,827.84,172959.52,267743.31,70.0
1162,116391.03,27303.53,1088.74,190749.73,300788.03,71.0
1163,112286.31,31704.75,1035.0,182246.2,270446.92,67.0
1164,117565.45,30467.54,939.61,189576.99,271260.44,69.0
1165,115394.22,31658.37,884.41,204568.18,269865.83,67.0
1166,113523.75,28074.63,790.25,201900.53,282655.96,69.0
1167,112718.84,29015.79,1021.19,185232.84,280066.52,69.0
1168,112950.85,25321.51,1003.58,180378.87,272526.62,71.0
1169,107617.29,25990.65,610.58,197580.05,266789.12,70.0
1170,122890.42,29733.42,1053.21,189181.82,265524.97,70.0
1171,111129.08,26659.52,1046.04,187692.01,252979.55,70.0
1172,107093.1,31072.05,838.25,182952.31,261644.93,66.0
1173,119017.71,28905.79,795.29,209237.53,291535.43,70.0
1174,116717.58,27199.53,1036.84,192011.47,280268.37,71.0
1175,107456.89,25644.06,829.74,182647.51,259306.3,70.0
1176,117044.12,25723.88,869.53,184901.04,245455.96,72.0
1177,118250.04,26353.32,1009.09,195055.65,247321.55,72.0
1178,124245.28,27917.03,1073.53,174367.45,262117.97,71.0
1179,108734.42,26866.22,877.27,185034.43,259322.61,69.0
1180,115600.45,28053.31,732.45,191150.68,263218.97,70.0
1181,113755.76,26426.12,746.06,188023.16,268575.21,71.0
1182,119705.18,28605.99,968.13,175012.64,271107.53,70.0
1183,110172.37,25448.46,700.03,183737.91,267156.12,71.0
1184,130443.91,25861.93,873.74,181723.68,263286.26,74.0
1185,117602.69,25904.02,883.24,197053.97,278400.73,72.0
1186,125293.67,24261.23,676.98,207095.6,276027.45,74.0
1187,119584.87,28010.13,739.15,196207.81,266913.48,71.0
1188,113813.05,26622.81,1033.0,193783.48,290711.7,71.0
1189,120676.22,26234.74,935.77,182141.18,257395.83,72.0
1190,114961.68,26657.2,872.1,194619.57,258403.05,71.0
1191,119023.44,25152.2,926.03,185857.16,259559.12,73.0
1192,129575.98,26152.54,867.23,189599.4,247470.39,74.0
1193,119493.2,26891.56,520.39,200922.64,246734.36,72.0
1194,126800.36,26630.71,591.53,188037.07,277059.13,73.0
1195,114245.57,27128.7,732.55,192926.24,277687.1,70.0
1196,124308.31,25110.24,826.34,195617.33,250002.74,74.0
1197,118158.38,24533.18,613.14,203356.2,268043.06,73.0
1198,111481.41,26660.13,708.7,184311.2,251705.22,70.0
1199,120982.71,25710.6,737.55,187181.66,263849.01,73.0
1200,113973.45,23672.66,829.88,201230.63,264258.82,73.0
1201,127410.48,24469.09,1382.05,185147.76,256792.31,74.0
1202,111535.83,22355.62,791.42,180094.65,335894.04,74.0
1203,106414.24,25741.24,911.96,202165.89,255222.35,70.0
1204,118837.25,24869.01,951.38,200270.67,268077.7,73.0
1205,116814.97,26530.66,1165.98,204870.24,258156.35,71.0
1206,123546.37,24626.14,1140.5,184972.4,255269.25,74.0
1207,117548.26,24709.57,1321.28,186043.87,259024.92,73.0
1208,111742.07,24874.12,1168.15,190015.63,283526.57,71.0
1209,111699.11,25169.7,1266.34,188826.78,254341.54,71.0
1210,119057.81,25797.16,1234.72,185264.03,265865.5,72.0
1211,109805.72,25173.51,1248.77,195637.81,270779.28,71.0
1212,112567.02,24372.31,1389.19,193034.74,248836.47,72.0
1213,123033.64,25317.56,1305.0,179496.85,269266.4,73.0
1214,110381.47,25505.67,1907.67,170893.61,250944.71,70.0
1215,98302.19,27446.21,1659.32,180976.96,284191.25,66.0
1216,109705.47,28947.34,1990.12,175982.66,230172.26,68.0
1217,111828.01,29611.85,2225.06,181350.64,257173.6,67.0
1218,100940.32,28774.49,1977.55,188952.39,250357.5,66.0
1219,100779.91,29305.44,2228.4,167574.08,279827.99,65.0
1220,98499.84,30175.43,2154.29,182346.18,282515.26,64.0
1221,114474.73,30239.25,2197.61,164301.58,244238.73,68.0
1222,99889.07,29864.73,2229.87,164523.78,275705.29,65.0
1223,108725.84,35639.38,2901.01,183532.83,272343.1,63.0
1224,93799.31,35022.54,2758.16,168259.97,261820.27,60.0
1225,99657.06,34882.31,2793.38,167957.01,297003.79,61.0
1226,100476.28,35222.43,3322.67,166099.38,266966.5,61.0
1227,90035.45,41213.93,3565.85,171225.67,292083.88,54.0
1228,95523.7,38034.4,3732.55,170001.8,285045.55,58.0
1229,91298.66,41515.23,3917.24,173622.28,271109.57,54.0
1230,89259.19,41296.06,3844.46,153188.66,258792.49,54.0
1231,94280.54,44413.83,4308.71,165109.05,272952.74,54.0
1232,93045.97,41010.16,4283.09,164580.49,287936.74,55.0
1233,96208.29,41772.26,4519.54,181659.83,291044.02,55.0
1234,92003.31,39951.11,4490.25,166730.57,272436.9,55.0
1235,102810.8,41932.99,4844.3,176441.97,266328.32,57.0
1236,100227.08,37793.3,4411.47,163084.02,296453.27,59.0
1237,99453.68,39064.3,4573.97,166878.58,267278.45,58.0
1238,100006.52,38041.0,4022.87,161467.89,295578.6,59.0
1239,97305.36,35348.7,4005.72,173932.84,270756.84,60.0
1240,92132.21,38037.87,3824.81,167484.98,290328.4,57.0
1241,105652.31,33349.92,3659.78,166621.44,286009.95,63.0
1242,99150.06,30151.93,2990.07,166739.62,272869.15,64.0
1243,98004.29,34086.56,3036.23,173292.32,270338.86,61.0
1244,101616.32,33512.9,2790.61,174090.37,271021.91,62.0
1245,103538.35,36396.24,2612.73,178162.29,244071.53,61.0
1246,100645.28,35511.54,2120.8,174790.08,272453.24,61.0
1247,99035.48,33104.67,2130.61,177742.22,258549.86,62.0
1248,104188.58,31177.61,1803.61,160673.5,252944.89,65.0
1249,99147.19,33053.39,1946.49,164964.52,266958.33,62.0
1250,100178.39,30882.71,1800.14,167656.97,249870.2,64.0
1251,107299.35,30890.34,2046.39,180889.69,273009.85,66.0
1252,103764.64,31455.08,1923.38,168797.13,234031.91,65.0
1253,87179.62,32585.5,1904.13,160541.41,264750.19,60.0
1254,97497.28,33534.49,2367.65,172028.93,260670.32,62.0
1255,96288.49,31393.51,2297.78,164850.44,266530.18,63.0
1256,103108.69,38115.44,3032.26,163387.44,296465.51,60.0
1257,95028.15,36373.63,3551.84,179191.04,277852.28,59.0
1258,101100.73,35311.58,3577.36,180164.55,267125.54,61.0
1259,92831.13,38938.03,3396.15,163665.08,280908.58,57.0
1260,91748.38,39319.69,2919.56,176746.22,282168.66,56.0
1261,95775.76,40445.42,2585.95,172854.24,284081.15,57.0
1262,92908.47,39504.19,2330.83,172662.5,293256.26,57.0
1263,96245.52,42681.62,2230.93,165628.91,265932.78,56.0
1264,103953.7,38910.1,2102.26,177428.65,286839.81,60.0
1265,87884.27,37430.91,1897.33,182365.39,266389.47,57.0
1266,94804.72,39574.96,1993.49,161012.52,251085.4,57.0
1267,93836.55,38166.18,2145.75,167350.97,299199.69,58.0
1268,95088.3,40312.88,2042.19,169840.97,265586.15,57.0
1269,83859.75,40639.11,1905.67,174153.76,263443.27,54.0
1270,94197.46,40022.89,1855.91,178768.97,279493.6,57.0
1271,94956.53,40410.35,2011.0,159865.85,252708.38,57.0
1272,86661.16,37468.98,1884.29,159529.22,220988.98,56.0
1273,91092.42,34365.25,1569.66,154946.21,228004.88,60.0
1274,94455.27,38579.72,1493.05,175044.38,269278.63,58.0
1275,90565.37,36040.86,1691.4,146307.3,264670.67,58.0
1276,92931.39,35974.32,1496.78,161719.09,260372.64,59.0
1277,94967.99,35846.76,1711.42,151665.65,254624.95,60.0
1278,93320.95,36313.76,1401.79,175717.93,252838.86,59.0
1279,90373.46,45409.33,1662.99,153319.74,263604.35,53.0
1280,94100.07,35532.52,1505.39,155558.37,257059.42,60.0
1281,84868.03,37331.47,1658.49,156132.02,253481.12,56.0
1282,93936.8,39101.96,1694.81,165361.8,260680.53,57.0
1283,104088.33,36074.91,1685.3,155199.69,255312.06,62.0
1284,100608.05,40484.58,1531.84,181993.62,250449.26,58.0
1285,93160.54,38966.7,1580.3,190568.88,294781.38,57.0
1286,93395.43,39013.56,1812.21,166322.77,264417.87,57.0
1287,89608.65,37974.73,1439.88,157893.33,289033.67,57.0
1288,88878.22,34878.43,1385.65,169869.7,278873.76,59.0
1289,82994.7,39825.79,1704.41,149509.17,245490.62,54.0
1290,81181.51,36218.55,1782.16,156510.92,249582.72,56.0
1291,85925.0,36003.68,1547.82,161999.64,285534.88,57.0
1292,91536.41,34486.41,1916.94,168284.22,274887.67,60.0
1293,91799.94,41441.47,1590.44,158136.94,246204.23,55.0
1294,93721.97,37326.43,1360.0,168671.72,249790.68,59.0
1295,88345.44,35465.57,1453.39,173228.65,270275.67,58.0
1296,87457.47,41478.39,1588.94,171776.64,277240.58,54.0
1297,92200.96,40793.58,1392.12,161874.42,274481.92,56.0
1298,98943.82,39698.43,1650.48,159715.46,285561.39,58.0
1299,99333.38,38435.13,1499.92,171302.7,284484.86,59.0
1300,91777.03,37036.5,1561.69,173545.9,271331.83,58.0
1301,92464.49,40854.81,1572.17,169575.88,278021.49,56.0
1302,98502.7,40654.85,1473.04,179874.93,269502.89,58.0
1303,97233.75,43882.33,1542.71,171896.84,285481.87,55.0
1304,103844.85,37901.18,1646.54,177165.28,269706.82,60.0
1305,95961.95,40524.15,1143.57,170259.94,286913.19,57.0
1306,97989.96,35382.14,1430.71,165587.48,246950.49,61.0
1307,94343.55,35544.57,1523.67,162615.57,255515.96,60.0
1308,103160.25,43103.81,1421.41,162282.95,280443.72,57.0
1309,94503.95,38667.51,1286.69,170843.84,272398.15,58.0
1310,98952.41,40501.27,1308.27,169280.5,261549.1,58.0
1311,92619.17,43493.03,876.77,167455.07,261587.84,55.0
1312,89648.75,41038.69,1401.33,171193.38,269892.33,55.0
1313,105887.18,36144.31,1190.26,160956.17,270960.73,62.0
1314,95580.98,46550.11,1237.29,156210.79,271321.63,54.0
1315,103094.37,37617.18,1330.75,169916.08,252598.26,61.0
1316,91628.07,35811.89,1402.53,168274.34,262401.38,59.0
1317,90525.27,36366.41,1417.84,171140.77,274479.89,58.0
1318,92281.16,38425.33,1595.18,175744.37,272243.21,57.0
1319,99745.86,37872.51,1383.55,166470.13,266008.2,60.0
1320,98259.22,37086.49,1666.16,158880.27,286456.47,60.0
1321,99273.22,35769.39,1366.71,159630.39,265302.74,61.0
1322,90983.58,36566.92,1555.32,180394.43,249293.19,58.0
1323,89496.94,37394.88,1295.2,172176.85,266676.99,57.0
1324,98981.06,34577.2,1187.06,170942.36,254620.87,62.0
1325,99193.02,38099.1,1356.3,169891.29,269276.6,59.0
1326,93575.88,36189.47,1378.75,169201.92,271158.51,59.0
1327,112260.53,43423.43,1055.51,174336.16,276792.02,59.0
1328,109101.07,37087.45,1118.85,168525.07,262378.94,62.0
1329,103246.19,36482.94,1290.09,171723.67,266104.03,61.0
1330,102616.01,35891.44,1469.44,168312.95,258443.83,62.0
1331,107207.69,32958.45,1321.54,156973.61,255536.35,65.0
1332,98794.87,36144.11,1430.75,194406.35,261500.17,60.0
1333,111023.1,34654.29,1143.37,156202.19,266856.4,64.0
1334,96938.72,34652.59,1211.68,179616.96,259243.08,61.0
1335,94440.94,36607.37,1251.7,173606.73,259457.18,59.0
1336,94693.01,35093.85,1309.87,171285.78,270499.93,60.0
1337,101722.31,35656.0,2158.92,163232.39,265078.45,61.0
1338,99688.57,37091.81,1457.33,166140.91,280282.65,60.0
1339,96712.43,34401.82,1334.59,174032.0,269451.95,61.0
1340,88984.21,34176.05,1399.49,178961.52,259206.39,59.0
1341,99677.11,37345.37,1234.86,175910.03,272583.7,60.0
1342,99402.12,39024.79,1308.74,183618.81,264026.39,59.0
