,Ca44,Na23,K39,Al27,Si29,An
1780,87999.34,39901.64,1807.6,173268.7,267225.62,55.0
1781,100155.96,41527.27,1647.53,171316.31,263916.48,58.0
1782,87566.82,38813.37,1586.23,166805.56,266505.89,56.0
1783,95197.65,42435.94,2051.25,170731.13,282262.63,56.0
1784,96475.18,38448.05,1923.4,160954.6,270233.04,58.0
1785,89626.34,40329.89,2074.29,165356.57,246082.08,55.0
1786,92505.09,38828.63,1661.21,163112.44,295495.16,57.0
1787,93241.24,43229.58,1699.77,163762.12,257073.87,55.0
1788,87300.42,42562.41,1528.29,157550.72,280360.31,54.0
1789,78243.11,42667.56,2054.92,172845.99,265745.38,51.0
1790,98904.21,40935.76,1739.02,164309.97,261153.74,57.0
1791,90173.45,40099.08,1526.46,167234.68,279253.18,56.0
1792,91978.03,40610.76,1753.5,159084.62,275002.05,56.0
1793,83565.21,40432.05,1569.19,152096.95,266762.79,54.0
1794,83891.76,40078.71,1683.55,152626.61,242155.14,54.0
1795,90603.11,45017.64,1924.64,153440.48,285302.63,53.0
1796,74250.1,41115.83,1845.85,161372.19,285545.27,50.0
1797,78864.69,39946.45,1825.44,165317.78,283622.57,52.0
1798,76828.08,45302.32,1853.19,180472.34,277303.98,49.0
1799,77492.63,43607.91,1879.24,155859.69,258670.34,50.0
1800,78303.26,42909.48,2003.72,150256.25,271560.37,50.0
1801,73316.3,40890.81,1920.07,149487.2,258105.55,50.0
1802,85653.38,45724.71,1979.74,155984.18,254419.21,51.0
1803,84436.0,46025.19,2442.15,157163.22,275805.37,50.0
1804,90474.21,41973.22,1827.94,171216.78,283604.24,55.0
1805,79626.63,41914.79,1825.27,182503.05,298143.72,51.0
1806,82725.94,40375.39,2182.39,155624.12,268750.73,53.0
1807,69274.59,47018.52,2012.22,158848.43,262862.36,45.0
1808,72333.8,40034.1,1812.9,164748.33,266781.13,50.0
1809,71463.01,44776.54,2177.96,155791.99,253972.69,47.0
1810,69612.6,44550.97,1829.08,152185.68,263261.96,47.0
1811,77675.95,44712.38,2053.51,161017.62,247733.6,49.0
1812,83098.31,41678.53,1949.89,155462.39,279169.59,53.0
1813,77696.0,44616.69,2215.88,156049.87,273529.94,49.0
1814,71480.2,44991.14,1957.76,165285.04,261137.43,47.0
1815,74957.61,43644.0,2086.57,165383.92,260964.12,49.0
1816,78363.42,46238.16,1914.3,150771.44,244389.78,49.0
1817,72451.24,44199.68,2031.57,153827.06,280870.05,48.0
1818,70554.99,43518.41,1735.72,151192.24,262587.08,48.0
1819,73952.2,42961.37,2250.44,155759.69,281549.01,49.0
1820,81310.91,46834.77,1918.27,154397.69,286866.5,49.0
1821,77346.55,43474.62,1834.21,155971.29,262874.59,50.0
1822,74350.35,42340.93,2123.32,152752.29,266671.03,49.0
1823,71743.73,45556.9,2002.62,154017.97,273856.17,47.0
1824,83333.19,47088.74,1981.97,147966.48,268569.29,50.0
1825,77014.27,44334.32,1858.09,153028.74,289761.75,49.0
1826,80981.5,44737.17,2059.75,160495.83,253915.59,50.0
1827,77890.78,45481.78,2087.47,144602.14,283944.73,49.0
1828,69409.22,45465.98,2104.48,147361.18,276779.97,46.0
1829,73221.77,43706.52,2061.05,158385.0,285306.74,48.0
1830,70274.28,42439.41,2116.69,153550.79,275672.86,48.0
1831,74221.45,41452.69,2044.81,145479.04,258429.74,50.0
1832,73837.63,42241.08,1924.57,153227.7,280272.62,49.0
1833,74442.02,46287.47,2112.69,149535.13,278790.35,47.0
1834,70139.65,41756.58,2039.64,137427.12,261853.08,48.0
1835,80110.71,42878.49,2226.12,138125.19,269896.62,51.0
1836,68890.76,43065.3,1814.17,146281.11,270801.9,47.0
1837,71156.52,44098.68,1995.58,152275.43,275132.55,47.0
1838,70892.99,44508.06,2117.75,155146.16,255446.83,47.0
1839,77243.42,44478.03,1766.51,163077.14,261875.52,49.0
1840,72305.15,41919.96,1809.13,154648.15,266495.68,49.0
1841,77744.7,48026.56,2377.71,148270.1,272188.34,47.0
1842,79340.19,46760.47,1866.2,149895.47,269356.3,49.0
1843,73519.67,42826.32,2026.83,153378.18,247515.44,49.0
1844,71130.74,42125.98,1849.82,150477.26,262287.36,49.0
1845,74539.41,44386.29,2063.59,163626.09,271103.65,48.0
1846,75086.51,43406.58,2023.8,163573.67,269089.19,49.0
1847,72654.62,46312.19,1903.86,165793.92,259149.49,47.0
1848,75361.5,43896.74,2023.03,141977.02,256025.87,49.0
1849,67928.31,39756.3,2125.83,149803.07,255923.92,49.0
1850,68916.54,41863.09,2327.32,145655.32,286169.17,48.0
1851,71987.21,40696.1,2042.94,149638.96,246080.04,50.0
1852,76355.45,45880.74,1909.99,142617.63,271499.19,48.0
1853,72972.56,42904.98,1888.62,146672.91,293280.92,49.0
1854,81013.01,40104.05,1864.57,142778.27,260162.83,53.0
1855,69641.24,44736.56,2149.64,154129.57,271882.49,46.0
1856,68727.49,44700.67,2174.49,150700.55,250202.72,46.0
1857,74135.52,44420.21,2003.02,141069.83,265194.86,48.0
1858,85670.57,45868.07,2200.37,152714.15,256460.15,51.0
1859,67979.87,43169.71,1856.73,146651.77,258427.71,47.0
1860,77804.85,41626.77,2006.12,162253.84,283029.24,51.0
1861,78661.31,49648.17,1948.58,150580.16,283538.98,47.0
1862,71397.13,44983.58,2317.54,140286.61,251574.91,47.0
1863,74519.36,40775.03,2131.16,157962.37,264683.09,50.0
1864,77896.51,42663.82,1869.9,159626.16,250392.34,50.0
1865,77979.58,45235.16,1862.3,148444.72,272832.65,49.0
1866,75077.92,43023.76,1908.06,164553.95,237663.41,49.0
1867,80170.87,44066.6,2168.15,161960.02,275615.75,50.0
1868,75682.32,41209.82,1886.48,153664.05,294522.63,51.0
1869,78489.45,43133.14,2254.37,165948.69,277471.16,50.0
1870,73634.25,41658.5,2134.1,155386.29,262395.43,50.0
1871,70586.5,44536.6,1749.03,145740.2,269902.72,47.0
1872,73241.82,43460.46,2123.42,152031.91,287700.39,48.0
1873,78234.52,45205.61,2002.32,154811.17,251422.01,49.0
1874,75519.04,44108.01,2036.07,158579.58,264004.13,49.0
1875,75599.24,40980.85,2054.98,141157.83,273882.67,51.0
1876,74891.73,41784.36,1766.14,156463.79,249403.47,50.0
1877,81330.96,43527.4,1957.19,141392.02,266630.25,51.0
1878,77885.05,39339.7,1901.52,144287.91,274869.51,52.0
1879,69856.07,47092.35,1912.66,163951.2,266952.41,45.0
1880,74261.56,40472.17,1658.47,162413.2,245001.47,51.0
1881,72617.38,38470.8,1836.58,157969.51,246618.32,51.0
1882,74075.37,44752.02,1888.38,161191.79,269136.07,48.0
1883,74169.9,43173.66,1983.64,175181.76,264634.17,49.0
1884,74845.9,42279.09,1936.14,145133.53,261392.29,50.0
1885,76071.87,44206.76,1812.77,151510.31,242748.47,49.0
1886,79191.24,49291.63,1718.01,165224.39,282617.4,47.0
1887,76040.36,40841.78,2079.4,152340.74,269342.03,51.0
1888,77988.18,43681.73,2308.61,157674.86,257820.11,50.0
1889,79597.98,50752.17,1991.91,164178.16,286126.36,47.0
1890,81634.59,41704.95,1935.41,161679.64,289074.63,52.0
1891,78423.57,45211.46,1839.52,141972.63,244718.05,49.0
1892,69669.88,41549.74,2139.23,160545.87,258609.17,48.0
1893,77939.48,42520.93,1903.62,150142.64,252427.18,51.0
1894,75206.82,43408.63,2094.17,137537.53,236613.37,49.0
1895,76633.3,42568.88,2109.82,151018.16,270730.51,50.0
1896,67005.97,40279.02,1895.22,138333.02,242051.16,48.0
1897,68332.2,46557.24,2025.3,150605.78,266326.47,45.0
1898,69724.31,43285.35,1951.15,147934.56,270434.86,47.0
1899,79440.44,44270.1,2013.49,145166.27,249721.54,50.0
1900,80139.36,41152.95,2349.46,149499.37,269229.87,52.0
1901,68590.0,42942.98,2060.05,154212.18,258574.52,47.0
1902,77569.97,44372.94,1943.52,141872.28,261243.45,49.0
1903,79832.87,42729.75,1813.67,155092.74,261961.14,51.0
1904,73127.24,43386.02,1944.98,168886.76,284085.4,48.0
1905,73459.52,43639.64,2254.77,157760.58,290073.71,48.0
1906,79904.48,42814.4,2025.97,166413.04,279336.77,51.0
1907,76971.31,45644.0,2040.47,154827.36,263639.17,48.0
1908,77996.77,43968.39,2025.67,163298.61,262020.29,50.0
1909,79663.86,41671.85,1988.91,145605.73,290915.77,52.0
1910,73473.84,43126.05,2026.7,164010.02,257915.93,49.0
1911,76518.73,42960.42,1816.04,152078.2,270314.6,50.0
1912,73863.4,46719.47,2010.19,163077.69,250449.44,47.0
1913,78503.77,42981.67,2161.41,160574.87,283326.93,50.0
1914,77916.57,45843.08,2161.45,153461.61,264440.45,49.0
1915,80302.63,44058.7,1949.49,163344.26,268057.51,50.0
1916,78280.35,44254.16,2234.89,164063.54,258352.27,50.0
1917,75043.54,57827.44,1952.05,146426.93,269464.36,42.0
1918,76879.64,41693.65,1865.9,145305.05,247908.94,51.0
1919,74874.55,42767.34,2120.66,143856.87,270418.56,49.0
1920,76255.2,45730.97,1657.64,153003.31,290991.22,48.0
1921,76644.76,43469.31,1970.43,173942.98,256117.63,50.0
1922,71514.57,41683.09,2044.98,156628.73,261510.55,49.0
1923,82207.48,41565.4,2059.49,159163.93,295717.42,52.0
1924,80010.46,43198.52,1900.52,158921.51,266852.52,51.0
1925,78151.45,42341.2,1983.34,159160.73,283153.61,51.0
1926,77615.8,45036.98,1957.32,181604.65,350745.69,49.0
1927,77186.14,40119.17,1866.67,152210.66,262580.98,52.0
1928,81972.59,38666.54,1910.7,152412.91,260362.64,54.0
1929,73290.52,43073.34,1884.75,164003.53,272830.58,49.0
1930,73322.03,42446.36,1970.03,147119.5,249317.85,49.0
1931,81743.44,40101.33,1806.5,146853.85,276810.58,53.0
1932,84390.17,42258.25,2048.58,160102.21,284525.82,53.0
1933,73946.47,43024.98,1660.61,159056.71,258117.79,49.0
1934,81087.48,59554.34,1716.54,159670.99,277146.97,43.0
1935,71497.39,45548.18,1834.18,163527.02,275110.11,47.0
1936,76704.92,41784.7,1733.85,163829.45,272208.75,51.0
1937,83298.82,40682.75,1828.84,148934.76,287916.52,53.0
1938,84407.35,44067.69,1679.19,153319.91,256978.04,52.0
1939,79343.05,43714.08,1915.3,157264.58,266253.05,50.0
1940,81164.82,43414.21,1792.76,159206.55,271380.92,51.0
1941,83147.01,44743.71,1877.61,163962.0,299619.89,51.0
1942,75645.07,41406.31,1929.94,158796.1,292646.81,51.0
1943,72880.91,42931.0,1876.41,158401.19,271472.68,49.0
1944,88804.25,41560.36,1697.06,161244.12,269651.95,54.0
1945,77389.51,44767.35,2021.23,154999.98,282910.98,49.0
1946,75584.92,40570.51,1820.27,152772.14,290799.54,51.0
1947,72161.93,38896.19,1971.1,153334.08,257646.81,51.0
1948,79503.46,40077.56,1793.52,158194.18,272904.01,53.0
1949,74533.68,45210.65,1764.07,141000.04,272428.94,48.0
1950,75381.55,41656.05,2015.59,151686.59,255591.58,50.0
1951,73728.77,42729.34,1790.12,153836.39,284666.49,49.0
1952,71319.79,39240.53,1930.47,154560.06,271864.15,50.0
1953,73960.79,44925.9,1835.05,158556.71,263832.89,48.0
1954,70139.65,45259.07,1892.38,154826.72,274739.04,46.0
1955,68801.96,40575.69,1926.2,143233.64,248987.54,49.0
1956,80033.38,40098.53,1851.39,144733.77,289292.79,53.0
1957,72196.3,40661.23,1670.51,167275.84,297721.67,50.0
1958,72542.9,47460.12,1689.46,172286.23,275234.48,46.0
1959,79523.51,44538.92,1898.09,155261.15,283316.72,50.0
1960,89228.18,40046.16,1976.2,159590.03,271892.7,55.0
1961,83914.67,44202.95,2049.18,150050.89,258352.27,51.0
1962,74969.07,42859.62,1953.72,146431.59,259436.97,49.0
1963,75138.07,39041.32,1717.58,166266.68,268330.72,52.0
1964,79176.91,44552.47,1730.25,140623.79,263064.21,50.0
1965,82307.73,40948.16,1803.69,143332.52,265282.55,53.0
1966,79202.69,41865.27,1799.39,155663.46,265798.39,51.0
1967,79457.63,42564.79,1614.31,160502.6,256731.33,51.0
1968,90855.18,42545.04,1481.16,147478.27,259430.85,55.0
1969,78119.94,42078.45,1833.31,150137.42,280916.93,51.0
1970,83496.47,71172.08,1387.31,162296.93,256466.27,40.0
1971,71477.34,38190.0,1607.71,164590.07,268289.94,51.0
1972,81439.81,38786.06,1477.16,158049.55,253358.97,54.0
1973,83954.77,44432.4,1641.93,169267.85,261873.49,52.0
1974,80941.4,41870.86,1748.6,161909.8,260697.03,52.0
1975,77939.48,40916.01,2010.72,162062.11,276306.94,51.0
1976,92190.0,51078.6,1740.96,160242.17,285139.52,50.0
1977,80563.3,40599.52,1417.66,161358.65,288776.95,53.0
1978,82333.51,41433.55,1877.01,162059.27,272973.32,53.0
1979,72127.56,42175.91,1689.76,157058.58,299679.04,49.0
1980,87394.95,38668.71,1488.27,154757.29,277540.51,56.0
1981,82880.62,42346.31,1528.96,154861.57,267443.78,52.0
1982,82814.74,43673.15,1798.06,182231.27,266748.52,52.0
1983,81302.32,41269.01,1934.18,163377.19,283810.16,52.0
1984,82385.07,43959.6,1863.17,162176.82,269066.75,51.0
1985,85684.88,41820.12,1910.16,178930.86,275028.55,53.0
1986,88781.33,41429.46,1683.86,162962.61,291452.02,55.0
1987,89967.21,42606.54,1961.46,170616.41,291376.56,54.0
1988,86621.55,42063.73,1844.82,166006.78,292361.37,53.0
1989,71520.3,41199.33,1792.02,147363.2,253903.35,49.0
1990,82525.43,40390.85,1726.45,162096.51,293034.22,53.0
1991,83860.25,44195.25,1783.18,155768.66,249395.32,52.0
1992,80291.17,42985.01,1674.98,178818.53,267800.61,51.0
1993,84427.4,43021.71,1616.98,159933.61,270600.04,52.0
1994,84951.59,39646.04,1587.5,151760.5,249874.47,55.0
1995,72560.09,39582.36,1281.78,151026.02,256186.94,51.0
1996,73075.69,38280.1,1610.58,139638.04,265653.62,52.0
1997,84161.01,39370.48,1600.07,144153.07,250086.51,54.0
1998,76375.5,43353.6,1578.49,146337.64,254761.74,50.0
1999,78466.53,39253.2,1695.53,155278.61,268347.02,53.0
2000,79807.09,39499.41,1442.04,156410.65,254427.36,53.0
2001,81319.5,39297.74,1649.63,153075.49,250869.46,54.0
2002,75192.5,42405.97,1719.38,159615.92,274940.86,50.0
2003,78876.15,38572.89,1707.97,155172.96,258317.61,53.0
2004,74482.12,39091.99,1418.36,154147.5,243841.31,52.0
2005,81428.35,40401.13,1506.95,161241.75,275405.76,53.0
2006,80385.7,39581.2,1966.16,159265.1,260346.33,53.0
2007,80864.06,37724.29,1538.37,165311.83,266012.49,55.0
2008,81935.35,47540.15,1839.32,157440.86,254898.34,49.0
2009,78999.32,38070.88,1638.09,170301.37,244781.25,54.0
2010,83444.91,39679.75,1519.22,175774.25,271024.12,54.0
2011,87125.7,47572.36,1607.54,163281.31,263412.84,51.0
2012,81820.78,39215.47,1771.41,154590.89,267751.66,54.0
2013,82178.83,38588.83,1289.81,140963.72,233084.0,54.0
2014,81485.64,37662.17,1311.16,150039.53,244295.99,55.0
2015,82725.94,37603.6,1534.4,167350.22,261902.03,55.0
2016,80314.09,38866.56,1362.59,162199.51,277224.45,54.0
2017,86154.65,38502.47,1635.16,162849.73,271219.84,56.0
2018,76713.51,36569.0,1640.5,170025.65,271535.9,54.0
2019,81966.86,39189.25,1313.46,166792.03,256894.44,54.0
2020,79343.05,36695.07,1673.55,152995.35,257024.94,55.0
2021,82680.11,38001.0,1648.8,159942.94,239410.75,55.0
2022,87816.02,38212.47,1665.24,174298.82,271686.77,56.0
2023,86040.07,37568.6,1396.78,160150.15,255646.63,56.0
2024,89669.3,36374.02,1415.16,151023.84,250314.87,58.0
2025,89342.76,37954.69,1515.32,165527.53,251079.46,57.0
2026,84765.41,38582.36,1513.08,156550.06,263496.46,55.0
2027,90485.66,38017.76,1225.34,164744.86,278209.26,57.0
2028,85733.58,39369.87,1456.18,165194.74,264538.35,55.0
2029,91800.44,37461.19,1359.02,151867.07,252906.33,58.0
2030,87369.17,34529.09,1308.73,163514.03,240236.51,59.0
2031,91049.96,35314.9,1334.37,153364.73,270583.7,59.0
2032,81634.59,37607.76,1358.66,158123.74,252514.86,55.0
2033,89105.01,42342.56,1394.61,159578.87,282939.55,54.0
2034,87031.17,36539.92,1423.03,140743.45,259714.26,57.0
2035,93258.43,40525.42,1433.3,158888.3,268716.06,56.0
2036,83542.3,37212.06,1370.46,166440.29,266821.91,56.0
2037,82124.41,40806.36,1377.17,155682.31,272932.55,53.0
2038,79695.37,37997.19,1796.89,156970.58,244705.82,54.0
2039,86744.73,38981.46,1416.86,159723.49,282336.02,56.0
2040,92350.41,36443.69,1251.06,167936.5,300702.55,59.0
2041,85793.74,37746.49,1669.85,165107.75,269929.22,56.0
2042,94753.66,38599.31,1168.04,162649.29,253646.45,58.0
2043,99156.29,37550.21,1262.87,161580.66,238951.99,60.0
2044,88898.77,40080.42,1434.47,170632.24,265667.89,56.0
2045,87383.49,38136.12,1389.07,162741.15,268265.47,56.0
2046,89508.89,33939.43,1495.14,160381.86,239712.52,60.0
2047,83009.51,34251.01,1172.11,153409.28,261157.82,58.0
2048,82734.53,36373.81,1365.86,163678.5,263767.64,56.0
2049,84527.66,37236.72,1217.27,162886.22,274773.68,56.0
2050,85209.39,36381.85,1236.21,162160.63,257544.87,57.0
2051,89076.37,35309.31,1219.8,149474.31,281710.08,59.0
2052,89365.68,38408.69,1366.6,173037.27,270483.81,57.0
2053,91889.23,40345.83,1382.77,171958.11,279862.81,56.0
2054,90760.65,36990.99,1013.68,162973.77,269558.16,58.0
2055,95389.56,34802.06,1243.18,158239.28,267425.44,61.0
2056,99053.16,37960.82,1158.1,160756.64,265037.89,59.0
2057,87575.41,35839.52,1005.74,163619.6,264432.32,58.0
2058,88586.55,37443.69,1344.18,174382.07,261278.11,57.0
2059,85936.96,39980.71,1394.85,155681.86,263255.86,55.0
2060,86641.6,37194.22,1192.92,157995.31,234429.69,57.0
2061,89892.73,33779.17,929.29,160283.97,265494.58,60.0
2062,92086.88,35231.81,1241.98,175569.72,260619.54,59.0
2063,84186.79,35489.25,1196.89,168444.56,260240.3,57.0
2064,88062.36,35034.16,1331.04,170360.18,258513.35,58.0
2065,87503.8,33441.57,1397.85,170318.56,260958.0,59.0
2066,89637.8,36627.17,1155.27,153104.2,254665.91,58.0
2067,89520.35,36460.72,1207.5,159024.34,252064.27,58.0
2068,85461.47,31238.75,1233.18,160761.94,245315.45,61.0
2069,86189.03,33916.41,911.35,154512.58,237070.08,59.0
2070,87460.83,37575.34,1057.21,151918.3,228015.26,57.0
2071,93774.03,36738.11,1111.4,147965.02,247821.27,59.0
2072,87366.31,36717.47,1080.72,150559.31,263321.12,57.0
2073,82955.09,32705.68,1209.5,157038.09,272477.85,59.0
2074,76908.29,35254.83,993.77,168171.96,255697.61,55.0
2075,87853.26,34394.44,1276.87,159369.85,257175.82,59.0
2076,97933.17,34394.24,1203.76,170574.79,241800.36,62.0
2077,88930.28,35431.84,1063.01,161013.51,238990.74,59.0
2078,90866.63,33469.7,1052.67,169452.45,257275.73,60.0
2079,92063.96,34481.01,1025.45,160246.47,241078.59,60.0
2080,85782.28,35170.58,1405.39,156060.47,238056.91,58.0
2081,88517.8,36241.69,961.81,160290.93,245751.79,58.0
2082,89743.78,35294.13,1500.64,175185.06,289457.94,59.0
2083,93610.75,37198.24,1189.12,167618.53,256303.16,59.0
2084,91138.75,35786.74,933.76,171313.83,253595.49,59.0
2085,91095.79,59969.3,1072.15,157108.99,246999.6,46.0
2086,91705.91,33255.1,1005.94,164723.18,268966.86,61.0
2087,91428.06,35787.62,1217.2,165060.09,262299.6,59.0
2088,90485.66,35460.51,839.97,172349.26,271332.01,59.0
2089,91516.86,37155.33,1111.61,170627.94,274810.39,58.0
2090,90935.38,35382.94,928.33,170301.82,261400.46,59.0
2091,93584.97,36399.76,1252.29,169425.83,255041.08,59.0
2092,96223.11,33978.38,1406.12,162644.27,285669.63,61.0
2093,101851.71,38553.75,1321.33,158201.87,262648.26,60.0
2094,94513.05,34965.04,1123.21,175564.22,277970.69,60.0
2095,91766.06,36062.98,1126.85,176956.14,256054.41,59.0
2096,104727.59,37172.97,1281.31,162561.29,271495.12,61.0
2097,91035.64,35840.61,1052.2,157673.59,263359.86,59.0
2098,85140.65,38820.73,1489.97,175657.63,267231.75,55.0
2099,81786.4,34923.15,905.08,175788.71,242909.53,57.0
2100,88850.08,38876.16,1265.5,163457.13,242970.69,56.0
2101,97726.94,34282.68,1125.51,155298.29,253819.76,62.0
2102,98889.89,34182.02,1210.5,155036.66,256980.08,62.0
2103,87443.64,37512.0,1029.32,153123.05,245431.67,57.0
2104,92399.1,34020.2,870.59,172586.56,270471.57,61.0
2105,93745.38,56655.26,1251.26,165170.4,243513.06,48.0
2106,95824.96,35318.44,1217.6,159449.51,253815.68,60.0
2107,95590.07,32417.6,1270.24,167015.96,254808.63,62.0
2108,87435.05,35857.5,1225.71,169096.15,231091.99,58.0
2109,89359.95,34293.17,1201.63,162058.17,243657.81,59.0
2110,91496.81,30844.82,1239.95,166790.11,240311.95,62.0
2111,92533.73,34491.63,1179.68,162289.25,225081.26,60.0
2112,90772.11,35929.21,1326.8,167313.99,240791.1,59.0
2113,86515.57,34263.41,1160.53,172442.29,242895.25,59.0
2114,87687.12,33736.67,1105.87,165749.65,237836.72,59.0
2115,93639.4,35312.99,1206.03,163436.55,248910.05,60.0
2116,84756.81,33063.04,1264.26,152027.43,254109.29,59.0
2117,81706.2,32251.55,1229.98,147049.61,233047.31,59.0
2118,88761.28,33014.55,1065.08,170820.49,250392.34,60.0
2119,88964.66,33465.75,1125.45,164251.43,242528.25,60.0
2120,87351.98,35240.05,986.03,170211.45,269003.57,58.0
2121,87008.25,36368.3,1097.03,166743.17,264589.29,57.0
2122,92502.22,35619.88,1058.51,170907.95,264797.29,59.0
2123,88434.74,32509.13,1171.64,160311.97,262752.26,60.0
2124,90958.29,33267.97,1377.2,164776.05,262799.14,61.0
2125,86612.96,35122.23,888.03,166154.89,248210.71,58.0
2126,91929.34,34160.91,1224.54,174302.3,250469.83,60.0
2127,81113.26,34542.57,740.51,163404.26,241166.27,57.0
2128,84361.52,33532.29,1396.01,168601.53,241998.14,58.0
2129,86360.89,34451.93,933.76,156786.16,253756.56,59.0
2130,80932.8,32735.17,976.42,158815.67,246025.0,58.0
2131,89755.23,35787.21,908.61,155858.68,256988.23,59.0
2132,91133.02,35580.38,1213.03,152096.76,253297.8,59.0
2133,84221.16,35911.85,1244.92,159880.37,255842.37,57.0
2134,88809.98,35583.1,1179.81,168946.59,257779.33,58.0
2135,94664.87,35524.66,1339.14,167887.74,238754.22,60.0
2136,92069.69,34272.13,1259.46,158807.35,260287.2,60.0
2137,92238.7,35854.91,1398.58,165127.32,280464.31,59.0
2138,111977.45,33659.03,1288.61,147417.25,260774.5,65.0
2139,95658.81,35951.96,1426.56,160939.58,248867.24,60.0
2140,99230.76,36091.31,1434.87,180639.2,279497.84,61.0
2141,105154.39,35485.57,1722.68,177898.08,309879.73,62.0
2142,94567.47,40981.19,1314.36,172011.43,257785.45,56.0
